FID,SOLMUTUNNU,LYHYTTUNNU,SOLMUTYYPP,X,Y,PROJ_X,PROJ_Y,NIMI1,NAMN1,NIMI2,NAMN2,REI_VOIM,AIK_VOIM,VERKKO,PYSAKKITYY
4994,1541603,H0041,P,2563559,6677848,2563560,6677841,Vuosaari,Nordsjö,Valkopaadentie 2a,Vithällsvägen 2a,1,1,2,99
4995,1541604,H0040,P,2563560,6677850,2563558,6677858,Vuosaari,Nordsjö,Valkopaadentie 2a,Vithällsvägen 2a,1,1,2,99
4996,1542101,H4605,P,2564715,6678261,2564705,6678269,Itäreimarintie,Östremmarvägen,Vuotie,Norvägen,1,1,1,04
4997,1542102,H4604,P,2564614,6678197,2564632,6678182,Itäreimarintie,Östremmarvägen,Vuotie,Norvägen,1,1,1,04
4998,1542103,H4670,P,2564945,6678640,2564936,6678631,Satamakaari,Hamnbågen,Satamakaari,Hamnbågen,1,1,1,04
4999,1542104,H4606,P,2564913,6678537,2564923,6678525,Satamakaari,Hamnbågen,Vuotie,Norvägen,1,1,1,01
5000,1542105,H4685,P,2564707,6678161,2564721,6678184,Itäreimarintie,Östremmarvägen,Itäreimarintie,Östremmarvägen,0,0,1,99
5001,1542106,H4688,P,2565285,6677956,2565301,6677948,Vuosaarenlahti,Nordsjöviken,Eteläreimarintie,Sydremmarvägen,0,0,1,99
5002,1542125,H4636,P,2563824,6678549,2563814,6678538,Punakiventie,Rödstensvägen,Porslahdentie,Porslaxvägen,1,1,1,04
5003,1542129,H4640,P,2563723,6679166,2563714,6679164,Haapasaarentie,Aspholmsvägen,Porslahdentie,Porslaxvägen,1,1,1,04
5004,1542130,H4641,P,2563723,6679066,2563737,6679070,Haapasaarentie,Aspholmsvägen,Porslahdentie,Porslaxvägen,1,1,1,01
5005,1542135,H4683,P,2564554,6679323,2564564,6679329,Niinilahti,Bastviken,Satamakaari,Hamnbågen,0,0,1,99
5006,1542136,H4682,P,2564538,6679420,2564534,6679413,Niinilahti,Bastviken,Satamakaari,Hamnbågen,1,1,1,04
5007,1542137,H4671,P,2564677,6679020,2564693,6679027,Käärmeniementie,Ormuddsvägen,Satamakaari,Hamnbågen,1,1,1,04
5008,1542138,H4672,P,2564763,6678907,2564746,6678900,Käärmeniementie,Ormuddsvägen,Satamakaari,Hamnbågen,1,1,1,04
5009,1542199,H4600,P,2563881,6677906,2563865,6677903,Vuotie,Norvägen,Porslahdentie,Porslaxvägen,1,1,1,99
5010,1543100,H4915,P,2565443,6677089,2565443,6677089,Uutela,Nybondas,Uutelantie,Nybondsvägen,0,0,1,04
5011,1543101,H4659,P,2563588,6677815,2563586,6677827,Mustankivenkatu,Svartstensgatan,Vuotie,Norvägen,1,1,1,04
5012,1543102,H4660,P,2563544,6677838,2563547,6677821,Mustankivenkatu,Svartstensgatan,Vuotie,Norvägen,1,1,1,04
5013,1543139,H4631,P,2565099,6678457,2565104,6678472,Majakanvartijankatu,Fyrvaktargatan,Satamakaari,Hamnbågen,1,1,1,04
5014,1543140, ,P,2565182,6678517,2565163,6678516,"Vuosaari, tel.portti","Nordsjö, varvsport",Laivanrakentajanp.,Skeppsbyggarstigen,0,0,1,99
5015,1543141,H4593,P,2565458,6678253,2565456,6678261,Eteläloisto,Söderfyren,Ruusuniementie,Rosenuddsvägen,1,1,1,04
5016,1543142, ,P,2565449,6678288,2565455,6678261,Telakan ammattikoulu,Varvets yrkesskola,Laivanrakentajanp.,Skeppsbyggarstigen,0,0,1,99
5017,1543143, ,P,2565730,6678316,2565734,6678304,"Vuosaari, telakka","Nordsjö, varvet",Telakka-alue,Varvsområde,0,0,1,99
5018,1543144,H4632,P,2565347,6678624,2565351,6678603,"Vuosaari, tel.portti","Nordsjö, varvsport",Laivanrakentajanp.,Skeppsbyggarstigen,1,1,1,04
5019,1543145, ,P,2565248,6678605,2565254,6678588,"Vuosaari, tel.portti","Nordsjö, varvsport",Laivanrakentajanp.,Skeppsbyggarstigen,0,0,1,99
5020,1543146, ,P,2565613,6678665,2565614,6678665,"Vuosaari, telakka","Nordsjö, varvet",Telakka-alue,Varvsområde,0,0,1,99
5021,1543147, ,P,2565614,6678665,2565614,6678665,"Vuosaari, telakka","Nordsjö, varvet",Telakka-alue,Varvsområde,0,0,1,99
5022,1543148,H4633,P,2565691,6678672,2565691,6678672,Sataman portti C,Hamnport C,Satamakaari,Hamnbågen,1,1,1,04
5023,1543149,H4615,P,2565366,6678602,2565365,6678606,Konttialue,Containerområde,Satamakaari,Hamnbågen,1,1,1,04
5024,1543180,H4689,P,2565227,6678260,2565221,6678259,Ruusuniementie,Rosenuddsvägen,Majakanvartijankatu,Fyrfaktargatan,0,0,1,99
5025,1543181,H4595,P,2565264,6678209,2565262,6678218,Eteläreimarintie,Sydremmarvägen,Ruusuniementie,Rosenuddsvägen,1,1,1,04
5026,1544100,H4910,P,2562175,6676768,2562163,6676776,Täkykuja,Agngränden,Ramsinniementie,Ramsöuddsvägen,1,1,1,08
5027,1544101,H4911,P,2562146,6676781,2562160,6676772,Täkykuja,Agngränden,Ramsinniementie,Ramsöuddsvägen,1,1,1,08
5028,1544102,H4912,P,2561914,6676649,2561899,6676663,Verkkotie,Nätvägen,Ramsinniementie,Ramsöuddsvägen,1,1,1,08
5029,1544103,H4913,P,2561890,6676679,2561902,6676666,Verkkotie,Nätvägen,Ramsinniementie,Ramsöuddsvägen,1,1,1,08
5030,1544107,H4917,P,2562665,6677381,2562691,6677384,Halkaisijanpolku,Klyvarstigen,Halkaisijantie,Klyvarvägen,0,0,1,99
5031,1544154, ,P,2561837,6676589,2561840,6676592,Rantapuisto,Rantapuisto,Ramsinniementie,Ramsöuddsvägen,0,0,1,99
5032,1544155,H4914,P,2561997,6676475,2561998,6676480,Rantapuisto,Rantapuisto,Furuborginkatu,Furuborgsgatan,1,1,1,04
5033,1544900,XH4553,P,2562236,6677422,2562238,6677426,Päiväkoti Merirasti,Daghem Merirasti,Jaluspolku 3,Skotstigen,0,0,0,99
5034,1544901,XH4904,P,2562287,6676577,2562284,6676580,Hotelli Vuoranta,Hotell Vuoranta,Vilsandinkuja 4,Vilsandigränden 4,0,0,0,99
5035,1545100,H4960,P,2563710,6677583,2563710,6677585,Leikosaarentie,Lekholmsvägen,Iiluodontie,Iglovägen,1,1,1,08
5036,1545101,H4916,P,2563173,6675913,2563174,6675926,Sofia,Sofia,Kallahdenniemi,Kallviksudden,1,1,1,04
5037,1545102,H4962,P,2563655,6677772,2563667,6677777,Mustankivenkatu,Svartstensgatan,Valkopaadentie,Vithällsvägen,0,0,1,99
5038,1545103,H4965,P,2563578,6677034,2563588,6677025,Hiekkajaalanpolku,Sandskutsstigen,Hiekkajaalanranta,Sandskutsstranden,1,1,1,08
5039,1545104, ,P,2563702,6677591,2563709,6677592,Leikosaarentie,Lekholmsvägen,Iiluodontie,Iglovõgen,0,0,1,99
5040,1545106,H4906,P,2563551,6677327,2563560,6677332,Leikosaarenraitti,Lekholmsstråket,Hiekkalaiturintie 3,Sandkajsvägen 3,1,1,1,08
5041,1545107,H4907,P,2563659,6677150,2563672,6677158,Hiekkalaiturinraitti,Sandkajsstråket,Hiekkalaiturintie,Sandkajsvägen,1,1,1,08
5042,1545109,H4909,P,2563543,6677198,2563532,6677202,Kalkkihiekankuja,Kalksandsgränden,Kalkkihiekantie,Kalksandsvägen,1,1,1,08
5043,1545120,H4327,P,2563681,6677708,2563678,6677707,Vuosaari,Nordsjö,Iiluodontie,Iglovõgen,1,0,1,08
5044,1545121,H4327,P,2563681,6677705,2563679,6677704,Vuosaari,Nordsjö,Iiluodontie,Iglovõgen,1,0,1,99
5045,1546100,H4905,P,2564102,6677538,2564091,6677513,Leikosaarentie,Lekholmsvägen,Gustav Pauligin katu,Gustav Pauligis gata,0,0,1,99
5046,1546101,H4961,P,2563736,6677522,2563728,6677519,Leikosaarentie,Lekholmsvägen,Iiluodontie,Iglovägen,1,1,1,08
5047,1546102, ,P,2564713,6677312,2564704,6677322,Nuottaniementie,Notuddsvägen,Uutelantie,Nybondsvägen,0,0,1,99
5048,1546103,H4602,P,2564299,6677988,2564303,6677974,Aurinkolahti,Solvik,Vuotie,Norvägen,1,1,1,04
5049,1546201,H4981,P,2564429,6677397,2564428,6677400,Solvikinkuja,Solviksgränden,Solvikinkatu,Solviksgatan,1,1,1,08
5050,1547105, ,P,2562368,6677658,2562373,6677676,Rastilansilta,Rastbölebron,Retkeilijänkatu,Vandrargatan,0,0,1,99
5051,1547106, ,P,2562650,6677604,2562670,6677604,Retkeilijänkatu,Vandrargatan,Retkeilijänsilta,Vandrarbron,0,0,1,99
5052,1548100,H4674,P,2565210,6679193,2565207,6679211,Voimalaitokset,Kraftverk,Käärmeniementie,Ormuddsvägen,1,1,1,04
5053,1548101,H4673,P,2565163,6679218,2565166,6679203,Voimalaitokset,Kraftverk,Käärmeniementie,Ormuddsvägen,1,1,1,04
5054,1548102,H4598,P,2565325,6678366,2565328,6678353,Pohjoisloisto,Norrfyren,Merenkulkijankatu,Sjöfarargatan,1,1,1,04
5055,1548103,H4596,P,2565713,6678396,2565700,6678391,Ruusuniemi,Rosenudden,Merenkulkijankatu,Sjöfarargatan,0,0,1,99
5056,1548104,H4675,P,2565326,6679471,2565329,6679483,Hansaterminaali,Hansaterminalen,Provianttikatu,Proviantgatan,1,1,1,04
5057,1548105,H4679,P,2565086,6679699,2565099,6679722,Rahtarinaukio,Fraktarplatsen,Rahtarinkatu,Fraktargatan,1,1,1,04
5058,1548106,H4678,P,2564935,6679829,2564930,6679820,Rahtarinaukio,Fraktarplatsen,Rahtarinkatu,Fraktargatan,1,1,1,04
5059,1548107,H4599,P,2565109,6678483,2565105,6678471,Majakanvartijankatu,Fyrvaktargatan,Satamakaari,Hamnbågen,1,1,1,04
5060,1548108,H4677,P,2565226,6679523,2565198,6679518,Komentosilta,Kommandobryggan,Seilorinkatu,Sejlorgatan,1,1,1,04
5061,1548109,H4680,P,2565326,6679471,2565329,6679483,Hansaterminaali,Hansaterminalen,Provianttikatu,Proviantgatan,1,1,1,99
5062,1548111,H4681,P,2564805,6679799,2564781,6679825,Rahtarinkatu,Fraktargatan,Satamakaari,Hamnbågen,1,1,1,99
5063,1548112,H4684,P,2564487,6679364,2564469,6679361,Niinilahti,Bastviken,Niinisaarentie,Bastövägen,1,1,1,04
5064,1548113,H4687,P,2565352,6677985,2565327,6677997,Vuosaarenlahti,Nordsjöviken,Eteläreimarintie,Sydremmarvägen,0,0,1,99
5065,1548114,H4690,P,2565189,6678235,2565215,6678240,Ruusuniementie,Rosenuddsvägen,Majakanvartijankatu,Fyrvaktargatan,0,0,1,99
5066,1548207,H4599,P,2565064,6678507,2565056,6678495,Majakanvartijankatu,Fyrvaktargatan,Satamakaari,Hamnbågen,1,1,1,99
5067,1548900,XH4602,P,2564945,6679815,2564940,6679806,ABC Vuosaaren satama,ABC Nordsjö hamn,Rahtarinkatu 2,Fraktargatan 2,0,0,0,99
5068,1550101,H5501,P,2567079,6684402,2567069,6684373,Landbo vt 7,Landbo vt 7,Porvoonväylä,Borgåleden,0,0,1,99
5069,1550900,XH5024,P,2566198,6683603,2566195,6683600,Östersund. Kartano,Östersundom Gård,Kartanon Puistotie,Herrgårds Allén,0,0,0,99
5070,1550901,XH5071,P,2566371,6683967,2566372,6683966,Östersund. Ponikoulu,Östers. Ponnyskola,Kartanon puistotie,Herrgårds Allén,0,0,0,99
5071,1600159,H5099,P,2565312,6682821,2565304,6682837,Östersundom,Östersundom,Uusi Porvoontie,Nya Borgåvägen,0,0,1,99
5072,1600160,H5098,P,2565183,6682805,2565189,6682792,Östersundom,Östersundom,Uusi Porvoontie,Nya Borgåvägen,0,0,1,99
5073,1600201,H5001,P,2563443,6681834,2563418,6681847,Westerkulla,Westerkulla,Itäväylä,Österleden,1,1,1,04
5074,1600202,H5002,P,2563467,6681981,2563489,6681963,Westerkulla,Westerkulla,Itäväylä,Österleden,1,1,1,04
5075,1600203,H5003,P,2563960,6682090,2563946,6682108,Vikkulla,Vikkulla,Itäväylä,Österleden,1,1,1,04
5076,1600204,H5004,P,2563995,6682170,2564007,6682151,Vikkulla,Vikkulla,Itäväylä,Österleden,1,1,1,04
5077,1600205,H5005,P,2564188,6682249,2564172,6682267,Vikkulla 2,Vikkulla 2,Itäväylä,Österleden,1,1,1,04
5078,1600206,H5006,P,2564205,6682347,2564227,6682330,Vikkulla 2,Vikkulla 2,Itäväylä,Österleden,1,1,1,04
5079,1600207,H5007,P,2564670,6682563,2564660,6682585,Talosaarentie,Husövägen,Uusi Porvoontie,Nya Borgåvägen,1,1,1,02
5080,1600208,H5008,P,2564602,6682579,2564607,6682566,Talosaarentie,Husövägen,Uusi Porvoontie,Nya Borgåvägen,1,1,1,04
5081,1600209,H5009,P,2565314,6682823,2565306,6682838,Östersundom,Östersundom,Uusi Porvoontie,Nya Borgåvägen,1,1,1,02
5082,1600210,H5010,P,2565181,6682805,2565187,6682791,Östersundom,Östersundom,Uusi Porvoontie,Nya Borgåvägen,1,1,1,01
5083,1600211,H5011,P,2565850,6683028,2565841,6683047,Östersundom 2,Östersundom 2,Uusi Porvoontie,Nya Borgåvägen,1,1,1,04
5084,1600212,H5012,P,2565707,6683013,2565713,6682997,Östersundom 2,Östersundom 2,Uusi Porvoontie,Nya Borgåvägen,1,1,1,04
5085,1600213,H5013,P,2566189,6683224,2566178,6683242,Karhusaarentie,Björnsövägen,Uusi Porvoontie,Nya Borgåvägen,1,1,1,02
5086,1600214,H5014,P,2566082,6683199,2566091,6683187,Karhusaarentie,Björnsövägen,Uusi Porvoontie,Nya Borgåvägen,1,1,1,04
5087,1600215,H5017,P,2567202,6683754,2567200,6683777,Knutersintie,Knutersvägen,Uusi Porvoontie,Nya Borgåvägen,1,1,1,02
5088,1600216,H5016,P,2567072,6683777,2567075,6683758,Knutersintie,Knutersvägen,Uusi Porvoontie,Nya Borgåvägen,1,1,1,01
5089,1600217,H5021,P,2567713,6683810,2567711,6683830,Korsnäsintie,Korsnäsvägen,Uusi Porvoontie,Nya Borgåvägen,1,1,1,02
5090,1600218,H5018,P,2567608,6683832,2567609,6683820,Korsnäsintie,Korsnäsvägen,Uusi Porvoontie,Nya Borgåvägen,1,1,1,02
5091,1600231,H5019,P,2567470,6683778,2567467,6683805,Kapteenintie,Kaptensvägen,Uusi Porvoontie,Nya Borgåvägen,1,1,1,04
5092,1601105, ,P,2568335,6682968,2568323,6682990,Karhusaari,Björnsö,Karhusaarentie,Björnsövägen,0,0,1,99
5093,1601107, ,P,2568130,6682588,2568130,6682588,Karhusaari 2,Björnsö 2,Merikapteenintie,Sjökaptensvägen,0,0,1,99
5094,1601108, ,P,2567516,6682433,2567519,6682409,Karhusaari 3,Björnsö 3,Reelinki,Relingen,0,0,1,99
5095,1601130,H5027,P,2565966,6681379,2565948,6681369,Talosaari,Husö,Talosaarentie,Husövägen,1,1,1,02
5096,1601140,H5025,P,2565919,6682605,2565917,6682620,Östersund. kappeli,Östersund.kapell,Kappelintie,Kapellvägen,1,1,1,04
5097,1601201,H5081,P,2566996,6682752,2566996,6682776,Skutholminkaari,Skutholmsbågen,Karhusaarentie,Björnsövägen,1,1,1,04
5098,1601202,H5082,P,2567038,6682796,2567043,6682781,Skutholminkaari,Skutholmsbågen,Karhusaarentie,Björnsövägen,1,1,1,04
5099,1601203,H5085,P,2567761,6682672,2567760,6682687,Merikapteenintie,Sjökaptensvägen,Karhusaarentie,Björnsövägen,1,1,1,04
5100,1601204,H5086,P,2567708,6682702,2567709,6682682,Merikapteenintie,Sjökaptensvägen,Karhusaarentie,Björnsövägen,1,1,1,04
5101,1601205,H5015,P,2566133,6683181,2566158,6683192,Karhusaarentie,Björnsövägen,Karhusaarentie,Björnsövägen,1,1,1,04
5102,1601206,H5090,P,2568305,6682999,2568310,6682997,Karhusaari,Björnsö,Karhusaarentie,Björnsövägen,1,1,1,04
5103,1601207,H5087,P,2568081,6682843,2568079,6682863,Pituuspiiri,Longituden,Karhusaarentie,Björnsövägen,1,1,1,04
5104,1601208,H5088,P,2568022,6682872,2568081,6682865,Pituuspiiri,Longituden,Karhusaarentie,Björnsövägen,1,1,1,04
5105,1601209,H5083,P,2567387,6682710,2567391,6682723,Reelinki,Relingen,Karhusaarentie,Björnsövägen,1,1,1,04
5106,1601210,H5084,P,2567435,6682729,2567429,6682711,Reelinki,Relingen,Karhusaarentie,Björnsövägen,1,1,1,04
5107,1602101,H5020,P,2568789,6687425,2568801,6687425,Puroniityntie,Bäckängsvägen,Puroniityntie,Bäckängsvägen,1,1,1,04
5108,1602102,H5106,P,2566655,6684980,2566665,6684993,Landbo,Landbo,Isonniityntie,Storängsvägen,1,1,1,04
5109,1602105, ,P,2566230,6685081,2566230,6685081,Miilumäentie,Kolabackavägen,Isonniityntie,Storängsvägen,0,0,1,99
5110,1602106, ,P,2566148,6684849,2566148,6684849,Karhunevantie,Björnmossevägen,Riihikalliontie,Ribergsvägen,0,0,1,99
5111,1602107, ,P,2566462,6684725,2566463,6684725,Landbonpolku,Landbostigen,Landbontie,Landbovägen,0,0,1,99
5112,1602108, ,P,2566717,6684954,2566717,6684955,Landbo,Landbo,Landbontie,Landbovägen,0,0,1,99
5113,1602109,H5107,P,2566457,6684762,2566463,6684750,Landbonpolku,Landbostigen,Landbontie,Landbovägen,1,1,1,04
5114,1602110,H5109,P,2566195,6684850,2566179,6684843,Karhunevantie,Björnmossevägen,Riihikalliontie,Ribergsvägen,1,1,1,01
5115,1602111,H5112,P,2566306,6685075,2566299,6685089,Miilumäentie,Kolabackavägen,Isonniityntie,Storängsvägen,1,1,1,01
5116,1602121,H5026,P,2564115,6683271,2564108,6683257,Susiraja,Varggränsen,Sotungintie,Sottungsbyvägen,1,1,1,04
5117,1602122,H5024,P,2564102,6683238,2564110,6683256,Susiraja,Varggränsen,Sotungintie,Sottungsbyvägen,1,1,1,04
5118,1602201,H5102,P,2567178,6683885,2567157,6683891,Sakarinmäen koulu,Östersundoms skola,Knutersintie,Knutersvägen,1,1,1,01
5119,1602202,H5101,P,2567143,6683911,2567161,6683907,Sakarinmäen koulu,Östersundoms skola,Knutersintie,Knutersvägen,1,1,1,01
5120,1602203,H5105,P,2566686,6685002,2566695,6684993,Landbo,Landbo,Landbontie,Landbovägen,1,1,1,02
5121,1602204,H5103,P,2567140,6684332,2567162,6684338,Porvoonväylä,Borgåleden,Knutersintie,Knutersvägen,1,1,1,02
5122,1602205,H5104,P,2566358,6686237,2566351,6686237,Degermossa,Degermossa,Knutersintie,Knutersvägen,0,0,1,04
5123,1602206,H5111,P,2566343,6686240,2566351,6686238,Degermossa,Degermossa,Knutersintie,Knutersvägen,1,1,1,04
5124,2000203,E1979,P,2546784,6679160,2546795,6679133,Mäkkylän asema,Mäkkylä station,Turuntie,Åbovägen,1,1,1,01
5125,2000222,E5199,P,2529884,6676726,2529885,6676697,Rajasilta,Råbron,Lapinkyläntie,Lappbölevägen,0,0,1,04
5126,2002900,XE1731,P,2540407,6677887,2540407,6677887,Kauniaisten kirjasto,Grankulla bibliotek,Kauniaistentie 11,Grankullavägen 11,0,0,0,99
5127,2003900,XE1730,P,2540662,6677464,2540592,6677378,Smedsin kenttä,Smeds plan,Smedsintie 8,Smedsvägen 8,0,0,0,99
5128,2004900,XE1750,P,2539229,6678382,2539229,6678382,Kasavuoren päiväkoti,Kasabergets daghem,Kasavuorentie 4,Kasabergsvägen 4,0,0,0,99
5129,2004901,XE1751,P,2539351,6678197,2539351,6678198,Urheilutie,Sportvägen,Urheilutie 13,Sportvägen 13,0,0,0,99
5130,2006900,XE1711,P,2538954,6678834,2538954,6678834,Kaunialan sairaala,Kauniala sjukhus,Kylpyläntie 21,Badets väg 21,0,0,0,99
5131,2006901,XE1712,P,2538945,6679097,2538910,6679130,Kauniaisten jäähalli,Grankulla ishall,Vanha Turuntie 42,Gamla åbovägen 42,0,0,0,99
5132,2007900,XE1700,P,2540390,6678346,2540390,6678346,Bio Grani,Bio Grani,Teinikuja 4,Djäknestigen 4,0,0,0,99
5133,2009201,E1804,P,2541783,6678800,2541767,6678800,Karamalmi,Karamalmen,Kilonväylä,Kilonleden,0,0,1,04
5134,2111101,E1001,P,2545236,6678936,2545236,6678936,Leppävaaran asema,Alberga station,Leppävaaranaukio,Albergaplanen,0,0,1,01
5135,2111200,E1002,P,2544618,6679003,2544628,6679019,Gransinmäenportti,Gransbacksporten,Turuntie,Åbovägen,1,1,1,02
5136,2111201,E1988,P,2545756,6679598,2545766,6679609,Porarinkatu,Borrargatan,Vallikallionkatu,Vallbergsgatan,1,1,1,04
5137,2111202,E1004,P,2545801,6679827,2545809,6679807,Vallityöläisenpolku,Vallarbetargången,Vallikallionkatu,Vallbergsgatan,1,1,1,04
5138,2111203,E1005,P,2545210,6679490,2545220,6679504,Hakkukuja,Hackgränden,Harakantie,Harakkavägen,1,1,1,04
5139,2111204,E1006,P,2545195,6678979,2545196,6678995,Leppävaaran keskus,Alberga centrum,Turuntie,Åbovägen,1,1,1,01
5140,2111205,E1007,P,2545180,6679015,2545178,6678998,Leppävaaran keskus,Alberga centrum,Turuntie,Åbovägen,1,1,1,01
5141,2111206,E1008,P,2545601,6679904,2545589,6679892,Vallikuja,Vallgränden,Vallikatu,Vallgatan,1,1,1,02
5142,2111207,E1009,P,2545669,6679830,2545670,6679847,Vallikuja,Vallgränden,Vallikatu,Vallgatan,1,1,1,04
5143,2111208,E1010,P,2545239,6678972,2545241,6678990,Leppävaaran keskus,Alberga centrum,Turuntie,Åbovägen,1,1,1,01
5144,2111209,E1011,P,2545214,6679013,2545212,6678994,Leppävaaran keskus,Alberga centrum,Turuntie,Åbovägen,1,1,1,01
5145,2111210,E1012,P,2544713,6679293,2544710,6679282,Gransinmäki,Gransbacken,Vanha maantie,Gamla landsvägen,1,1,1,01
5146,2111211,E1013,P,2544870,6679158,2544882,6679171,Gransinmäki,Gransbacken,Vanha maantie,Gamla landsvägen,1,1,1,02
5147,2111212,E1014,P,2545117,6679358,2545102,6679352,Veräjäpelto,Grindåkern,Lintuvaarantie,Fågelbergavägen,1,1,1,01
5148,2111213,E1015,P,2545081,6679485,2545105,6679478,Veräjäpelto,Grindåkern,Lintuvaarantie,Fågelbergavägen,1,1,1,01
5149,2111214,E1016,P,2544951,6679142,2544944,6679127,Ratsukatu,Ryttargatan,Vanha maantie,Gamla landsvägen,1,1,1,01
5150,2111215,E1017,P,2545478,6679954,2545482,6679973,Rautakiskonkuja,Järnskensgränden,Vallikatu,Vallgatan,1,1,1,04
5151,2111216,E1018,P,2545421,6679998,2545422,6679979,Rautakiskonkuja,Järnskensgränden,Vallikatu,Vallgatan,1,1,1,04
5152,2111217,E1019,P,2545248,6679926,2545271,6679927,Vallikatu,Vallgatan,Lintuvaarantie,Fågelbergavägen,1,1,1,01
5153,2111218,E1020,P,2545326,6679968,2545325,6679976,Vallikatu,Vallgatan,Vallikatu,Vallgatan,1,1,1,04
5154,2111219,E1021,P,2545202,6680187,2545202,6680206,Viserrystie,Kvittervägen,Lintukorpi,Fågelkärret,1,1,1,04
5155,2111220,E1022,P,2545626,6679697,2545630,6679710,Vallikallionkuja,Vallbergsgränden,Vallikallionkuja,Vallbergsgränden,0,0,1,04
5156,2111221,E1023,P,2545300,6679325,2545316,6679326,Timpurinkuja,Timmermansgränden,Harakantie,Harakkavägen,1,1,1,04
5157,2111222,E1024,P,2545242,6678912,2545242,6678904,Leppävaaran asema,Alberga station,Leppävaaranaukio,Albergaplanen,0,0,1,01
5158,2111223,E1025,P,2545186,6678925,2545186,6678901,Leppävaaran asema,Alberga station,Leppävaaranaukio,Albergaplanen,1,1,1,01
5159,2111224,E1026,P,2545165,6678923,2545164,6678902,Leppävaaran asema,Alberga station,Leppävaaranaukio,Albergaplanen,1,1,1,01
5160,2111225,E1027,P,2545140,6678921,2545140,6678915,Leppävaaran asema,Alberga station,Linnatullinkatu,Borgtullsgatan,1,1,1,01
5161,2111226,E1028,P,2545215,6679746,2545211,6679748,Ajurinkatu,Formansgatan,Lintuvaarantie,Fågelbergavägen,1,1,1,04
5162,2111227,E1029,P,2545114,6678920,2545113,6678918,Leppävaaran asema,Alberga station,Leppävaaranaukio,Albergaplanen,1,1,1,01
5163,2111228,E1030,P,2545150,6679147,2545135,6679146,Läkkisepänkuja,Bleckslagargränden,Lintuvaarantie,Fågelbergavägen,1,1,1,04
5164,2111229,E1031,P,2545064,6679123,2545066,6679096,Läkkisepänkuja,Bleckslagargränden,Vanha maantie,Gamla landsvägen,1,1,1,04
5165,2111230,E1032,P,2545085,6678921,2545085,6678920,Leppävaaran asema,Alberga station,Leppävaaranaukio,Albergaplanen,1,1,1,01
5166,2111231,E1033,P,2545261,6678916,2545260,6678903,Leppävaaran asema,Alberga station,Leppävaaranaukio,Albergaplanen,1,1,1,04
5167,2111232,E1034,P,2545200,6678877,2545201,6678886,Leppävaaran asema,Alberga station,Leppävaaranaukio,Albergaplanen,1,1,1,01
5168,2111233,E1035,P,2545184,6678890,2545184,6678890,Leppävaaranaukio,Albergaplanen,Leppävaaranaukio,Albergaplanen,0,0,1,04
5169,2111234,E1036,P,2545227,6678879,2545229,6678887,Leppävaaran asema,Alberga station,Leppävaaranaukio,Albergaplanen,1,1,1,01
5170,2111235,E1037,P,2545166,6678879,2545168,6678891,Leppävaaran asema,Alberga station,Leppävaaranaukio,Albergaplanen,1,1,1,01
5171,2111236,E1038,P,2545126,6678885,2545127,6678892,Leppävaaran asema,Alberga station,Leppävaaranaukio,Albergaplanen,1,1,1,01
5172,2111237,E1039,P,2545107,6678878,2545108,6678893,Leppävaaran asema,Alberga station,Leppävaaranaukio,Albergaplanen,1,1,1,01
5173,2111238,E1054,P,2545148,6679114,2545138,6679117,Läkkisepänkuja,Bleckslagargränden,Lintuvaarantie,Fågelbergavägen,0,0,1,04
5174,2111239,E1987,P,2545775,6679606,2545766,6679608,Porarinkatu,Borrargatan,Vallikallionkatu,Vallbergsgatan,1,1,1,04
5175,2111240,E1041,P,2544893,6679946,2544904,6679962,Kyyhkysmäki,Duvbacken,Kyyhkysmäki,Duvbacken,1,1,1,04
5176,2111241,E1962,P,2545847,6679992,2545871,6679993,Aseveljentie,Vapenbrödravägen,Lintulaaksontie,Fågeldalsvägen,1,1,1,01
5177,2111242,E1042,P,2545162,6679951,2545162,6679977,Kyyhkyspuisto,Duvparken,Kyyhkysmäki,Duvbacken,1,1,1,04
5178,2111243,E1989,P,2545398,6679170,2545407,6679147,Arkadianportaat,Arkadiatrappan,Mestarinkatu,Mästargatan,1,1,1,04
5179,2111244,E1043,P,2545205,6679978,2545190,6679977,Kyyhkyspuistonpolku,Duvparksstigen,Kyyhkysmäki,Duvbacken,1,1,1,04
5180,2111245,E1991,P,2545601,6679466,2545616,6679453,Laturintörmä,Laddarbrinken,Mestarinkatu,Mastargatan,1,1,1,04
5181,2111246,E1044,P,2545337,6679742,2545333,6679730,Ajurinmäki,Formansbacken,Ajurinkatu,Formansgatan,1,1,1,04
5182,2111247, ,P,2545290,6679927,2545271,6679926,Vallikatu,Vallgatan,Lintuvaarantie,Fågelbergavägen,0,0,1,99
5183,2111248,E1045,P,2545063,6679755,2545067,6679764,Veräjäkallionkatu,Grindbergsgatan,Veräjäkallionkatu,Grindbergsgatan,1,1,1,04
5184,2111250,E1046,P,2544744,6679659,2544760,6679659,Leppävaaran uimah.,Alberga simhall,Veräjäpellonkatu,Grindåkersgatan,1,1,1,04
5185,2111251,E1040,P,2544706,6679627,2544759,6679626,Leppävaaran uimah.,Alberga simhall,Veräjäpellonkatu,Grindåkersgatan,0,0,1,04
